Date,Flight_No,Origin,Destination,Aircraft_Type,Capacity_KG,Booked_KG,Loaded_KG,Offloaded_KG,Revenue_INR,Delay_Minutes
2025-09-28,AI276,CCU,DEL,A320,18000,16349,15067,1282,965970,63
2025-05-15,AI277,CCU,DEL,A321,20000,17937,17374,563,1051653,40
2025-07-12,AI278,CCU,BLR,A320,18000,16027,14929,1098,796696,56
2025-02-06,AI279,DEL,HYD,A320,18000,16998,16351,647,771753,35
2025-08-20,AI280,CCU,BLR,A320,18000,16593,15918,675,805437,39
2025-02-05,AI281,DEL,BOM,A321,20000,15805,15565,240,734957,53
2025-09-08,AI282,DEL,BOM,A321,20000,19061,18063,998,988244,2
2025-07-11,AI283,BOM,BLR,A321,20000,17988,17660,328,948930,37
2025-01-28,AI284,CCU,DEL,A321,20000,16255,15493,762,709986,56
2025-04-22,AI285,DEL,BOM,A320,18000,16131,15296,835,877759,60
2025-05-02,AI286,BOM,BLR,A321,20000,13116,12727,389,784779,44
2025-12-01,AI287,CCU,DEL,B787,35000,24061,22901,1160,1124533,37
2025-06-22,AI288,BOM,BLR,A320,18000,13873,13529,344,630020,30
2025-09-17,AI289,CCU,BLR,A321,20000,18782,18030,752,1092962,8
2025-01-20,AI290,CCU,DEL,A321,20000,16361,16091,270,965165,41
2025-03-23,AI291,DEL,HYD,A320,18000,17091,16791,300,843243,21
2025-09-13,AI292,CCU,DEL,B787,35000,32532,32104,428,1954949,43
2025-01-16,AI293,CCU,DEL,A320,18000,13632,13100,532,784894,55
2025-06-15,AI294,CCU,DEL,A321,20000,17443,17028,415,855032,71
2025-03-09,AI295,CCU,DEL,B787,35000,26008,24798,1210,1405838,81
2025-02-12,AI296,BOM,BLR,A320,18000,11993,11470,523,522675,57
2025-12-11,AI297,CCU,DEL,B787,35000,33373,31921,1452,1470750,32
2025-12-07,AI298,CCU,BLR,A320,18000,12283,11907,376,587701,8
2025-04-18,AI299,CCU,BLR,A320,18000,12579,11739,840,530475,7
2025-10-12,AI200,CCU,DEL,A320,18000,15249,14295,954,802375,14
2025-10-16,AI201,DEL,BOM,B787,35000,24211,23707,504,1152922,88
2025-10-10,AI202,DEL,BOM,B787,35000,30368,29922,446,1626215,9
2025-09-15,AI203,DEL,HYD,B787,35000,29156,26876,2280,1248295,25
2025-05-09,AI204,CCU,BLR,A320,18000,12823,12591,232,691261,50
2025-12-21,AI205,DEL,BOM,B787,35000,27462,25755,1707,1235683,41
2025-11-26,AI206,DEL,BOM,A321,20000,15413,15034,379,814641,59
2025-04-12,AI207,DEL,BOM,A321,20000,16389,15338,1051,690874,55
2025-05-04,AI208,DEL,HYD,A321,20000,16218,15190,1028,762024,74
2025-07-06,AI209,CCU,BLR,B787,35000,31104,30629,475,1778604,59
2025-01-23,AI210,DEL,HYD,B787,35000,29831,28701,1130,1645624,60
2025-09-20,AI211,DEL,BOM,A321,20000,15646,14955,691,749274,27
2025-06-15,AI212,DEL,BOM,A320,18000,15578,15128,450,938888,11
2025-04-02,AI213,DEL,BOM,A321,20000,19164,17695,1469,1081854,80
2025-07-05,AI214,CCU,DEL,A321,20000,15052,14773,279,732302,56
2025-11-19,AI215,CCU,DEL,A320,18000,14052,13318,734,632091,26
2025-07-09,AI216,DEL,HYD,A321,20000,16377,15270,1107,872914,82
2025-04-17,AI217,CCU,BLR,A321,20000,16792,15970,822,1020040,15
2025-08-06,AI218,DEL,BOM,A320,18000,13026,12318,708,637728,36
2025-10-03,AI219,DEL,BOM,A320,18000,15097,14228,869,833520,26
2025-07-03,AI220,DEL,HYD,B787,35000,34111,31719,2392,1742735,35
2025-08-17,AI221,DEL,BOM,A321,20000,17056,15878,1178,823807,20
2025-12-26,AI222,DEL,HYD,B787,35000,27968,25951,2017,1441353,81
2025-09-25,AI223,DEL,HYD,A321,20000,13166,12507,659,697289,53
2025-01-19,AI224,DEL,HYD,B787,35000,22962,21919,1043,1257898,58
2025-12-15,AI225,CCU,BLR,A320,18000,14619,14211,408,849123,61
2025-11-10,AI226,CCU,BLR,A321,20000,14645,14030,615,689153,77
2025-03-13,AI227,CCU,BLR,A321,20000,13014,12416,598,752145,15
2025-04-08,AI228,CCU,BLR,A320,18000,16399,15614,785,837479,86
2025-08-12,AI229,CCU,DEL,A321,20000,17976,16733,1243,886754,82
2025-09-13,AI230,DEL,BOM,A321,20000,18718,17660,1058,875358,25
2025-01-06,AI231,CCU,DEL,A320,18000,14125,13690,435,793250,54
2025-05-16,AI232,DEL,HYD,A321,20000,17903,17500,403,1133227,50
2025-04-20,AI233,BOM,BLR,A321,20000,18260,17713,547,1031753,27
2025-01-13,AI234,CCU,BLR,B787,35000,29515,29048,467,1507400,43
2025-05-12,AI235,CCU,BLR,A320,18000,11838,11632,206,659981,20
2025-01-17,AI236,CCU,BLR,B787,35000,22776,21493,1283,991127,14
2025-12-24,AI237,DEL,BOM,A320,18000,13947,13165,782,751061,13
2025-11-18,AI238,DEL,HYD,A321,20000,13800,12797,1003,766002,67
2025-11-02,AI239,CCU,BLR,A320,18000,15416,14432,984,831358,63
2025-08-19,AI240,BOM,BLR,B787,35000,30104,28467,1637,1398895,22
2025-10-26,AI241,DEL,HYD,A320,18000,15330,14529,801,811908,79
2025-02-27,AI242,DEL,BOM,A321,20000,14023,13710,313,691886,86
2025-10-12,AI243,DEL,HYD,B787,35000,24422,23839,583,1148274,48
2025-07-11,AI244,CCU,DEL,A320,18000,14607,13757,850,652905,68
2025-07-17,AI245,CCU,BLR,A321,20000,18479,17357,1122,1058563,40
2025-11-26,AI246,DEL,HYD,B787,35000,23291,22094,1197,1245005,55
2025-10-19,AI247,DEL,BOM,A320,18000,12244,11271,973,567498,86
2025-09-14,AI248,DEL,HYD,A320,18000,12747,12588,159,572512,77
2025-08-04,AI249,BOM,BLR,A320,18000,12817,12502,315,597680,84
2025-08-19,AI250,DEL,BOM,A321,20000,17546,17251,295,792800,32
2025-11-09,AI251,DEL,HYD,B787,35000,29297,27066,2231,1338855,71
2025-08-06,AI252,CCU,DEL,A321,20000,16135,15827,308,766186,79
2025-12-16,AI253,BOM,BLR,A321,20000,17012,15709,1303,833951,61
2025-09-02,AI254,DEL,HYD,B787,35000,29746,28209,1537,1667326,30
2025-12-04,AI255,CCU,DEL,A320,18000,15319,14947,372,720058,65
2025-03-21,AI256,DEL,BOM,B787,35000,33370,30905,2465,1492559,23
2025-04-13,AI257,DEL,HYD,A320,18000,17237,15867,1370,939424,6
2025-01-23,AI258,CCU,BLR,A321,20000,16730,15969,761,876427,43
2025-03-18,AI259,DEL,BOM,A320,18000,14036,13578,458,661891,73
2025-09-24,AI260,BOM,BLR,A320,18000,16246,15762,484,964829,69
2025-09-27,AI261,CCU,BLR,A321,20000,13715,12642,1073,717525,38
2025-01-06,AI262,BOM,BLR,A321,20000,18929,17970,959,829229,85
2025-04-27,AI263,CCU,BLR,A320,18000,12793,11890,903,644431,16
2025-10-04,AI264,CCU,DEL,A320,18000,15896,14798,1098,756360,19
2025-01-09,AI265,DEL,HYD,A321,20000,17185,16026,1159,772980,88
2025-12-11,AI266,BOM,BLR,A321,20000,16657,15341,1316,734329,87
2025-11-12,AI267,DEL,HYD,A320,18000,11973,11386,587,728386,1
2025-11-21,AI268,CCU,BLR,A320,18000,16157,15148,1009,939849,41
2025-04-12,AI269,DEL,BOM,A320,18000,12185,11713,472,558671,69
2025-04-10,AI270,CCU,DEL,A320,18000,17380,16359,1021,1014596,17
2025-07-11,AI271,DEL,HYD,A320,18000,13305,12989,316,782274,55
2025-01-23,AI272,BOM,BLR,A321,20000,18965,17917,1048,940707,56
2025-07-21,AI273,DEL,HYD,A321,20000,14665,14390,275,730454,50
2025-04-15,AI274,DEL,BOM,B787,35000,25980,24541,1439,1432512,65
2025-07-15,AI275,CCU,BLR,B787,35000,29529,28529,1000,1609100,7
2025-11-09,AI276,DEL,HYD,A321,20000,18530,17973,557,902194,85
2025-04-11,AI277,DEL,HYD,B787,35000,33253,31668,1585,1750267,35
2025-12-23,AI278,CCU,DEL,B787,35000,27589,25457,2132,1631380,35
2025-10-01,AI279,DEL,HYD,A320,18000,11865,11398,467,550532,14
2025-02-09,AI280,DEL,BOM,A320,18000,13528,12650,878,732002,65
2025-11-09,AI281,CCU,BLR,A320,18000,12035,11218,817,608653,82
2025-03-09,AI282,CCU,DEL,A321,20000,16531,15515,1016,859697,78
2025-05-21,AI283,CCU,BLR,A321,20000,17304,16219,1085,912141,81
2025-01-16,AI284,CCU,DEL,A320,18000,12007,11260,747,608013,84
2025-06-06,AI285,DEL,HYD,A320,18000,14068,13103,965,682114,65
2025-04-19,AI286,BOM,BLR,A320,18000,16208,15105,1103,715931,23
2025-09-02,AI287,DEL,BOM,A320,18000,14431,14243,188,778545,29
2025-04-23,AI288,DEL,HYD,A321,20000,17375,16709,666,1082928,14
2025-05-14,AI289,CCU,DEL,A320,18000,11940,11214,726,684178,77
2025-01-10,AI290,DEL,BOM,B787,35000,31034,29370,1664,1821184,84
2025-03-17,AI291,BOM,BLR,A320,18000,14964,14458,506,699437,12
2025-04-09,AI292,BOM,BLR,B787,35000,26260,25853,407,1233685,14
2025-03-11,AI293,CCU,BLR,A321,20000,16476,15935,541,834336,60
2025-04-20,AI294,BOM,BLR,A320,18000,13547,13015,532,714877,19
2025-12-07,AI295,DEL,BOM,B787,35000,22979,22422,557,1452637,67
2025-10-26,AI296,CCU,BLR,A320,18000,17262,16394,868,975051,17
2025-09-28,AI297,DEL,HYD,A320,18000,16058,15535,523,942801,22
2025-10-15,AI298,DEL,BOM,B787,35000,23316,22048,1268,999644,57
2025-09-23,AI299,DEL,BOM,A320,18000,15550,14876,674,890980,3
2025-11-16,AI200,DEL,BOM,A321,20000,18665,17251,1414,968131,66
2025-01-26,AI201,CCU,DEL,A321,20000,14729,14254,475,745453,23
2025-11-05,AI202,CCU,DEL,A320,18000,16044,14921,1123,741941,38
2025-05-16,AI203,DEL,HYD,A320,18000,13908,13637,271,677794,84
2025-03-12,AI204,CCU,BLR,A321,20000,15613,15200,413,777271,2
2025-08-18,AI205,DEL,BOM,B787,35000,31055,30245,810,1486138,0
2025-10-03,AI206,DEL,HYD,A321,20000,17695,16331,1364,968035,47
2025-06-22,AI207,CCU,BLR,B787,35000,29287,27283,2004,1425393,43
2025-10-07,AI208,CCU,DEL,A321,20000,19489,18122,1367,1068082,41
2025-05-19,AI209,CCU,BLR,A321,20000,14162,13713,449,692023,87
2025-06-19,AI210,BOM,BLR,B787,35000,32623,31484,1139,1630620,64
2025-11-04,AI211,DEL,HYD,A320,18000,15275,14197,1078,651623,59
2025-01-25,AI212,DEL,HYD,A321,20000,13682,12904,778,652070,37
2025-06-17,AI213,DEL,BOM,A320,18000,17277,16815,462,968132,87
2025-11-06,AI214,CCU,BLR,B787,35000,28036,27648,388,1562189,59
2025-12-24,AI215,CCU,BLR,B787,35000,24784,23075,1709,1063362,29
2025-05-11,AI216,DEL,BOM,B787,35000,33610,31526,2084,1908222,72
2025-03-16,AI217,DEL,HYD,A320,18000,13517,12500,1017,719775,58
2025-05-27,AI218,BOM,BLR,A321,20000,13291,12534,757,616552,70
2025-09-20,AI219,DEL,HYD,A320,18000,16099,15028,1071,696552,42
2025-06-21,AI220,BOM,BLR,B787,35000,29258,28428,830,1597558,85
2025-03-19,AI221,BOM,BLR,A321,20000,16549,15317,1232,842988,26
2025-12-24,AI222,BOM,BLR,B787,35000,22953,22665,288,1405599,50
2025-07-10,AI223,CCU,BLR,A320,18000,16296,15229,1067,800714,21
2025-03-03,AI224,BOM,BLR,A320,18000,12517,12006,511,608615,89
2025-11-09,AI225,DEL,HYD,A321,20000,15477,14723,754,837508,67
2025-03-05,AI226,CCU,DEL,A320,18000,17320,15935,1385,903834,4
2025-06-13,AI227,DEL,HYD,A320,18000,15302,14399,903,899685,11
2025-09-26,AI228,BOM,BLR,A320,18000,16069,15709,360,820286,42
2025-06-17,AI229,CCU,DEL,B787,35000,29601,28952,649,1550898,7
2025-10-07,AI230,DEL,BOM,B787,35000,24582,24268,314,1574312,38
2025-05-10,AI231,BOM,BLR,A321,20000,18507,18180,327,1122876,86
2025-09-10,AI232,DEL,BOM,A320,18000,12189,11589,600,678234,29
2025-11-25,AI233,DEL,BOM,A320,18000,12899,12687,212,764358,11
2025-09-19,AI234,DEL,BOM,A320,18000,14349,13376,973,816872,12
2025-12-16,AI235,CCU,DEL,A321,20000,18504,17481,1023,940745,52
2025-06-24,AI236,CCU,BLR,B787,35000,31799,29448,2351,1422720,42
2025-05-13,AI237,CCU,BLR,A320,18000,12182,11210,972,654425,33
2025-08-19,AI238,BOM,BLR,A320,18000,17155,16456,699,796615,38
2025-08-03,AI239,DEL,BOM,A321,20000,13262,12812,450,702066,86
2025-04-26,AI240,CCU,BLR,A320,18000,17201,16749,452,1024898,56
2025-03-26,AI241,BOM,BLR,B787,35000,28362,26649,1713,1440869,65
2025-05-13,AI242,DEL,BOM,B787,35000,26002,25402,600,1314175,83
2025-11-12,AI243,BOM,BLR,A321,20000,13200,12151,1049,653130,16
2025-05-12,AI244,DEL,BOM,A321,20000,18769,17812,957,984543,13
2025-01-20,AI245,DEL,HYD,A320,18000,16634,16233,401,1051460,25
2025-12-13,AI246,BOM,BLR,A320,18000,12316,11400,916,568580,18
2025-11-13,AI247,CCU,BLR,A320,18000,14975,14594,381,797842,78
2025-11-06,AI248,BOM,BLR,A320,18000,12795,12639,156,715373,82
2025-10-01,AI249,CCU,DEL,A321,20000,13018,12634,384,796890,65
2025-07-06,AI250,DEL,HYD,A321,20000,17985,17380,605,873523,25
2025-12-14,AI251,BOM,BLR,B787,35000,30094,28596,1498,1570979,89
2025-12-02,AI252,CCU,DEL,A320,18000,16311,15470,841,807922,4
2025-01-05,AI253,CCU,DEL,A321,20000,16201,15215,986,738253,67
2025-03-18,AI254,CCU,DEL,B787,35000,23667,23247,420,1337069,86
2025-08-14,AI255,CCU,BLR,B787,35000,23892,22994,898,1117409,75
2025-01-28,AI256,CCU,BLR,B787,35000,33847,31380,2467,1733636,73
2025-08-12,AI257,CCU,DEL,A320,18000,15659,14708,951,832655,76
2025-02-28,AI258,DEL,HYD,A320,18000,12980,12758,222,828231,48
2025-09-20,AI259,CCU,BLR,A321,20000,14079,13899,180,674830,72
2025-09-09,AI260,DEL,HYD,A321,20000,18661,17677,984,1133309,87
2025-02-11,AI261,CCU,DEL,A321,20000,15666,14691,975,791617,89
2025-12-11,AI262,BOM,BLR,B787,35000,27740,27181,559,1329738,10
2025-06-22,AI263,BOM,BLR,A320,18000,12042,11896,146,706162,65
2025-11-12,AI264,DEL,BOM,A320,18000,17553,16669,884,882615,37
2025-11-17,AI265,CCU,BLR,A320,18000,14607,13644,963,774237,86
2025-01-11,AI266,CCU,BLR,B787,35000,28738,27697,1041,1764976,66
2025-04-06,AI267,CCU,BLR,A320,18000,16984,16754,230,912479,44
2025-08-12,AI268,CCU,BLR,A321,20000,18403,18005,398,968299,67
2025-03-14,AI269,CCU,DEL,A321,20000,16323,15570,753,917130,22
2025-04-05,AI270,CCU,DEL,B787,35000,27604,27071,533,1327227,52
2025-03-07,AI271,DEL,HYD,A321,20000,16211,15878,333,1018745,67
2025-10-01,AI272,CCU,BLR,A321,20000,16717,16096,621,870143,53
2025-07-18,AI273,CCU,DEL,A320,18000,17152,16806,346,833602,36
2025-09-27,AI274,DEL,HYD,A321,20000,13625,12987,638,612776,79
2025-06-01,AI275,CCU,BLR,A321,20000,13131,12561,570,755560,71
2025-05-04,AI276,DEL,HYD,B787,35000,29176,27161,2015,1424014,1
2025-11-19,AI277,BOM,BLR,B787,35000,32526,32186,340,1498562,38
2025-02-11,AI278,CCU,DEL,B787,35000,24796,23360,1436,1160264,3
2025-05-11,AI279,CCU,DEL,A321,20000,19330,18288,1042,1034530,70
2025-07-21,AI280,DEL,BOM,A320,18000,11721,11310,411,679789,83
2025-02-07,AI281,CCU,BLR,A320,18000,14298,13364,934,690734,0
2025-04-06,AI282,CCU,BLR,A320,18000,12791,11836,955,680541,64
2025-11-24,AI283,BOM,BLR,B787,35000,30248,29640,608,1865354,25
2025-06-01,AI284,DEL,HYD,A320,18000,15188,14768,420,805138,84
2025-05-11,AI285,CCU,BLR,A321,20000,18191,17132,1059,1054254,74
2025-03-19,AI286,DEL,HYD,A320,18000,17534,16448,1086,1029378,66
2025-06-15,AI287,CCU,BLR,A320,18000,15760,14826,934,851921,55
2025-03-24,AI288,CCU,DEL,A320,18000,12606,12147,459,683672,83
2025-11-23,AI289,CCU,DEL,A320,18000,16403,16188,215,856396,27
2025-06-19,AI290,DEL,HYD,A321,20000,15906,15718,188,1014987,19
2025-11-27,AI291,CCU,DEL,A320,18000,15189,14815,374,818641,69
2025-01-26,AI292,BOM,BLR,A321,20000,18125,17511,614,1013276,10
2025-06-08,AI293,DEL,BOM,A321,20000,14069,13116,953,703799,89
2025-07-28,AI294,CCU,DEL,A321,20000,17869,17611,258,863045,43
2025-01-28,AI295,DEL,BOM,A320,18000,16034,15288,746,800689,21
2025-02-04,AI296,BOM,BLR,A321,20000,15739,15530,209,778615,76
2025-06-08,AI297,CCU,DEL,A321,20000,16527,16288,239,777263,32
2025-10-13,AI298,DEL,BOM,A321,20000,14878,14395,483,662988,77
2025-07-15,AI299,CCU,DEL,B787,35000,31836,29534,2302,1846331,89
2025-10-19,AI200,DEL,HYD,A320,18000,14135,13663,472,754010,63
2025-08-12,AI201,CCU,BLR,B787,35000,32380,31169,1211,1777501,78
2025-11-25,AI202,CCU,DEL,A320,18000,12998,12244,754,712040,24
2025-04-05,AI203,DEL,BOM,A320,18000,14696,13816,880,790542,89
2025-02-02,AI204,BOM,BLR,A320,18000,13718,12724,994,823238,36
2025-07-25,AI205,CCU,BLR,A321,20000,17776,17066,710,795595,12
2025-11-13,AI206,DEL,HYD,A321,20000,16180,15897,283,891631,39
2025-06-14,AI207,DEL,BOM,A320,18000,16232,15791,441,931251,15
2025-09-02,AI208,BOM,BLR,A321,20000,15331,14622,709,771395,27
2025-06-23,AI209,CCU,BLR,A320,18000,15023,14268,755,912772,2
2025-06-18,AI210,CCU,BLR,A320,18000,15281,14806,475,932071,6
2025-08-09,AI211,CCU,BLR,A320,18000,13724,12827,897,731995,9
2025-01-01,AI212,BOM,BLR,B787,35000,29465,27587,1878,1382766,63
2025-05-23,AI213,DEL,BOM,B787,35000,28838,28034,804,1818378,67
2025-01-01,AI214,DEL,HYD,B787,35000,33680,31720,1960,1864074,70
2025-10-16,AI215,DEL,HYD,A320,18000,16384,15282,1102,887268,3
2025-06-08,AI216,CCU,DEL,B787,35000,31498,30071,1427,1636171,81
2025-11-12,AI217,CCU,BLR,A321,20000,16271,15876,395,774941,43
2025-12-21,AI218,BOM,BLR,A321,20000,15062,14467,595,916982,70
2025-03-02,AI219,DEL,BOM,A320,18000,15185,14729,456,838069,1
2025-06-02,AI220,DEL,BOM,B787,35000,31733,30990,743,1885704,0
2025-07-28,AI221,CCU,BLR,B787,35000,23262,21686,1576,1318568,30
2025-01-19,AI222,CCU,BLR,A321,20000,15714,14872,842,847199,85
2025-02-14,AI223,CCU,BLR,A321,20000,13897,13665,232,698278,15
2025-08-25,AI224,DEL,BOM,A321,20000,17018,16583,435,1019090,65
2025-09-13,AI225,DEL,HYD,B787,35000,24951,23879,1072,1510969,13
2025-12-17,AI226,DEL,HYD,A320,18000,13893,12790,1103,649181,0
2025-12-22,AI227,DEL,BOM,A321,20000,18195,17712,483,1149916,34
2025-04-16,AI228,BOM,BLR,A320,18000,14881,14021,860,651585,25
2025-07-21,AI229,CCU,BLR,A321,20000,16491,16163,328,1005512,58
2025-11-17,AI230,DEL,HYD,A321,20000,19528,18532,996,835824,57
2025-08-15,AI231,CCU,DEL,B787,35000,32051,31118,933,1746816,39
2025-02-12,AI232,DEL,HYD,A320,18000,11969,11513,456,592494,56
2025-12-23,AI233,DEL,BOM,B787,35000,34202,33665,537,2094110,68
2025-11-10,AI234,CCU,BLR,A320,18000,15801,15177,624,946936,65
2025-02-11,AI235,CCU,BLR,A321,20000,17137,16067,1070,831981,56
2025-12-02,AI236,BOM,BLR,A321,20000,13007,12506,501,653573,42
2025-01-09,AI237,CCU,DEL,A320,18000,17245,16227,1018,1017135,71
2025-11-11,AI238,CCU,BLR,A320,18000,14907,14319,588,671321,84
2025-01-07,AI239,DEL,HYD,A320,18000,14464,14294,170,893277,51
2025-02-11,AI240,DEL,HYD,B787,35000,30199,28393,1806,1754377,45
2025-02-23,AI241,CCU,DEL,A320,18000,16452,15765,687,810651,28
2025-11-19,AI242,DEL,BOM,A321,20000,18672,18211,461,1017723,17
2025-05-09,AI243,DEL,BOM,A321,20000,17793,16706,1087,851754,64
2025-01-02,AI244,BOM,BLR,A320,18000,14994,14341,653,707629,57
2025-09-16,AI245,CCU,BLR,B787,35000,23488,22255,1233,1140486,40
2025-11-20,AI246,CCU,BLR,A321,20000,13259,13053,206,797620,34
2025-09-03,AI247,DEL,HYD,B787,35000,25797,25138,659,1567663,75
2025-04-03,AI248,CCU,BLR,A321,20000,15804,15125,679,872622,10
2025-09-01,AI249,CCU,BLR,A320,18000,14314,13708,606,735161,15
2025-01-24,AI250,CCU,DEL,A321,20000,18644,18053,591,994137,43
2025-01-14,AI251,BOM,BLR,B787,35000,30892,28707,2185,1635385,42
2025-06-21,AI252,DEL,HYD,A320,18000,13189,12482,707,599173,41
2025-03-03,AI253,DEL,HYD,A320,18000,14552,13672,880,867263,48
2025-09-15,AI254,BOM,BLR,A321,20000,14308,13933,375,718059,9
2025-04-04,AI255,DEL,BOM,A320,18000,13061,12355,706,663553,36
2025-08-08,AI256,CCU,BLR,B787,35000,32282,29960,2322,1877871,76
2025-10-11,AI257,DEL,HYD,B787,35000,30038,28933,1105,1624063,60
2025-06-05,AI258,DEL,HYD,A321,20000,16895,15836,1059,779248,32
2025-08-05,AI259,CCU,BLR,A320,18000,16920,15951,969,1025282,61
2025-05-28,AI260,CCU,DEL,A320,18000,16784,15595,1189,887340,28
2025-11-17,AI261,CCU,DEL,A321,20000,13202,12440,762,729338,0
2025-08-07,AI262,DEL,HYD,A321,20000,18193,17470,723,1054154,3
2025-07-09,AI263,CCU,DEL,A320,18000,15288,15084,204,741257,19
2025-08-16,AI264,CCU,BLR,A321,20000,15178,14495,683,708438,50
2025-10-12,AI265,CCU,BLR,A320,18000,14977,14176,801,813239,35
2025-03-07,AI266,DEL,HYD,A321,20000,16585,16114,471,936637,19
2025-04-27,AI267,BOM,BLR,B787,35000,25393,23933,1460,1554941,35
2025-11-04,AI268,DEL,HYD,A320,18000,15428,14688,740,814876,9
2025-09-16,AI269,BOM,BLR,A321,20000,16048,15743,305,973771,20
2025-07-21,AI270,CCU,BLR,A321,20000,13722,12828,894,707441,83
2025-01-22,AI271,BOM,BLR,B787,35000,26762,25936,826,1211370,89
2025-12-02,AI272,CCU,BLR,B787,35000,33207,32194,1013,2091136,49
2025-05-09,AI273,CCU,DEL,A321,20000,13716,12827,889,677621,44
2025-08-03,AI274,CCU,DEL,A320,18000,14430,13713,717,702302,84
2025-09-03,AI275,CCU,DEL,A321,20000,16661,16447,214,1032240,76
2025-07-23,AI276,BOM,BLR,A320,18000,13970,13468,502,763500,78
2025-01-01,AI277,DEL,HYD,A320,18000,12194,11552,642,524221,66
2025-12-09,AI278,CCU,BLR,A321,20000,15112,14699,413,730342,79
2025-04-05,AI279,CCU,DEL,A320,18000,13223,12269,954,714548,12
2025-07-27,AI280,DEL,BOM,A320,18000,13264,12894,370,807537,25
2025-04-08,AI281,DEL,BOM,A320,18000,17590,17189,401,887247,22
2025-01-17,AI282,DEL,HYD,A321,20000,19151,18482,669,1171600,56
2025-01-06,AI283,DEL,BOM,A321,20000,14540,14120,420,716379,45
2025-06-18,AI284,CCU,BLR,A320,18000,14713,13605,1108,731208,37
2025-07-12,AI285,CCU,DEL,A321,20000,18508,17129,1379,772790,84
2025-02-19,AI286,DEL,BOM,B787,35000,26945,26101,844,1689545,1
2025-09-05,AI287,CCU,BLR,A320,18000,12543,12214,329,707958,45
2025-06-12,AI288,CCU,DEL,B787,35000,28458,27773,685,1502332,77
2025-01-27,AI289,DEL,BOM,B787,35000,27597,26860,737,1481568,51
2025-02-20,AI290,BOM,BLR,A320,18000,14853,14250,603,887615,16
2025-04-08,AI291,DEL,BOM,B787,35000,22889,22500,389,1214905,54
2025-11-16,AI292,CCU,BLR,A321,20000,16868,15733,1135,999033,47
2025-05-14,AI293,CCU,DEL,A321,20000,15257,14387,870,877493,81
2025-08-22,AI294,DEL,BOM,B787,35000,29329,28373,956,1628617,65
2025-09-11,AI295,CCU,BLR,B787,35000,24242,23598,644,1458171,34
2025-12-01,AI296,CCU,DEL,A321,20000,13371,12500,871,708666,0
2025-03-26,AI297,CCU,BLR,B787,35000,28924,27105,1819,1437534,73
2025-04-03,AI298,CCU,BLR,A321,20000,16674,15342,1332,791630,79
2025-03-13,AI299,CCU,DEL,A321,20000,16970,16061,909,746326,10
2025-03-21,AI200,DEL,HYD,A320,18000,13477,13254,223,824106,56
2025-01-19,AI201,DEL,HYD,A321,20000,17650,16667,983,1068450,73
2025-11-09,AI202,CCU,DEL,A320,18000,16497,15675,822,1012780,56
2025-09-13,AI203,CCU,BLR,A321,20000,14009,13479,530,806407,84
2025-11-26,AI204,CCU,BLR,A321,20000,16983,16594,389,831453,61
2025-06-14,AI205,CCU,DEL,A321,20000,19569,19369,200,1017329,46
2025-06-09,AI206,DEL,HYD,A320,18000,14271,13943,328,668724,85
2025-10-05,AI207,CCU,DEL,B787,35000,30094,28436,1658,1496454,13
2025-09-02,AI208,BOM,BLR,A321,20000,14339,13304,1035,684885,85
2025-10-11,AI209,BOM,BLR,A321,20000,17588,16633,955,1010816,0
2025-10-20,AI210,CCU,DEL,A321,20000,13552,13187,365,621480,18
2025-12-01,AI211,DEL,HYD,A320,18000,16693,15870,823,935716,36
2025-02-03,AI212,DEL,HYD,A321,20000,18511,18119,392,978329,79
2025-12-25,AI213,DEL,BOM,A321,20000,15943,15562,381,770726,86
2025-08-13,AI214,BOM,BLR,A321,20000,15957,14888,1069,836234,44
2025-04-26,AI215,DEL,BOM,B787,35000,33277,31399,1878,1808270,39
2025-05-13,AI216,DEL,HYD,A320,18000,16180,15721,459,790749,62
2025-11-07,AI217,CCU,BLR,A321,20000,15659,15263,396,899395,15
2025-11-06,AI218,DEL,HYD,A321,20000,15162,14281,881,852264,24
2025-08-05,AI219,DEL,HYD,A320,18000,16587,15750,837,971008,62
2025-01-22,AI220,CCU,BLR,A320,18000,16407,15551,856,860735,7
2025-12-05,AI221,BOM,BLR,A320,18000,15947,15237,710,899616,57
2025-02-04,AI222,CCU,BLR,A321,20000,18181,17631,550,1132213,27
2025-08-18,AI223,CCU,BLR,A321,20000,17498,17292,206,801179,54
2025-12-28,AI224,BOM,BLR,B787,35000,29162,27483,1679,1448341,13
2025-03-01,AI225,CCU,DEL,A321,20000,15019,14447,572,738211,69
2025-07-01,AI226,DEL,BOM,A321,20000,18398,18119,279,922700,81
2025-07-21,AI227,CCU,BLR,B787,35000,25650,24696,954,1544526,76
2025-11-05,AI228,BOM,BLR,B787,35000,25540,23591,1949,1210593,75
2025-10-25,AI229,DEL,BOM,A320,18000,14061,13487,574,720068,25
2025-05-17,AI230,CCU,BLR,A321,20000,17336,16899,437,1016747,83
2025-10-09,AI231,DEL,BOM,A321,20000,17128,16102,1026,928257,5
2025-12-25,AI232,DEL,BOM,A321,20000,14088,13242,846,728658,12
2025-04-03,AI233,DEL,BOM,A321,20000,13735,12797,938,791398,66
2025-12-23,AI234,DEL,BOM,B787,35000,25183,24293,890,1452274,22
2025-10-27,AI235,DEL,HYD,A320,18000,16806,16190,616,817467,21
